document_id,passage_id,annotation_id,entity_text,start_offset,length,type,MESH,passage_offset,passage_text
803783,1,8,abortions,341,9,Disease,D000031,91,"Four cases of water intoxication in connection with oxytocin administration during saline-induced abortions are described. The mechanism of water intoxication is discussed in regard to these cases. Oxytocin administration during midtrimester-induced abortions is advocated only if it can be carried out under careful observations of an alert nursing staff, aware of the symptoms of water intoxication and instructed to watch the diuresis and report such early signs of the syndrome as asthenia, muscular irritability, or headaches. The oxytocin should be given only in Ringers lactate or, alternately, in Ringers lactate and a 5 per cent dextrose and water solutions. The urinary output should be monitored and the oxytocin administration discontinued and the serum electrolytes checked if the urinary output decreases. The oxytocin should not be administered in excess of 36 hours. If the patient has not aborted by then the oxytocin should be discontinued for 10 to 12 hours in order to perform electrolyte determinations and correct any electrolyte imbalance."
803783,1,8,abortions,341,9,Disease,D000031,91,"Four cases of water intoxication in connection with oxytocin administration during saline-induced abortions are described. The mechanism of water intoxication is discussed in regard to these cases. Oxytocin administration during midtrimester-induced abortions is advocated only if it can be carried out under careful observations of an alert nursing staff, aware of the symptoms of water intoxication and instructed to watch the diuresis and report such early signs of the syndrome as asthenia, muscular irritability, or headaches. The oxytocin should be given only in Ringers lactate or, alternately, in Ringers lactate and a 5 per cent dextrose and water solutions. The urinary output should be monitored and the oxytocin administration discontinued and the serum electrolytes checked if the urinary output decreases. The oxytocin should not be administered in excess of 36 hours. If the patient has not aborted by then the oxytocin should be discontinued for 10 to 12 hours in order to perform electrolyte determinations and correct any electrolyte imbalance."
803783,1,9,water intoxication,473,18,Disease,D014869,91,"Four cases of water intoxication in connection with oxytocin administration during saline-induced abortions are described. The mechanism of water intoxication is discussed in regard to these cases. Oxytocin administration during midtrimester-induced abortions is advocated only if it can be carried out under careful observations of an alert nursing staff, aware of the symptoms of water intoxication and instructed to watch the diuresis and report such early signs of the syndrome as asthenia, muscular irritability, or headaches. The oxytocin should be given only in Ringers lactate or, alternately, in Ringers lactate and a 5 per cent dextrose and water solutions. The urinary output should be monitored and the oxytocin administration discontinued and the serum electrolytes checked if the urinary output decreases. The oxytocin should not be administered in excess of 36 hours. If the patient has not aborted by then the oxytocin should be discontinued for 10 to 12 hours in order to perform electrolyte determinations and correct any electrolyte imbalance."
803783,1,9,water intoxication,473,18,Disease,D014869,91,"Four cases of water intoxication in connection with oxytocin administration during saline-induced abortions are described. The mechanism of water intoxication is discussed in regard to these cases. Oxytocin administration during midtrimester-induced abortions is advocated only if it can be carried out under careful observations of an alert nursing staff, aware of the symptoms of water intoxication and instructed to watch the diuresis and report such early signs of the syndrome as asthenia, muscular irritability, or headaches. The oxytocin should be given only in Ringers lactate or, alternately, in Ringers lactate and a 5 per cent dextrose and water solutions. The urinary output should be monitored and the oxytocin administration discontinued and the serum electrolytes checked if the urinary output decreases. The oxytocin should not be administered in excess of 36 hours. If the patient has not aborted by then the oxytocin should be discontinued for 10 to 12 hours in order to perform electrolyte determinations and correct any electrolyte imbalance."
803783,1,10,asthenia,576,8,Disease,D001247,91,"Four cases of water intoxication in connection with oxytocin administration during saline-induced abortions are described. The mechanism of water intoxication is discussed in regard to these cases. Oxytocin administration during midtrimester-induced abortions is advocated only if it can be carried out under careful observations of an alert nursing staff, aware of the symptoms of water intoxication and instructed to watch the diuresis and report such early signs of the syndrome as asthenia, muscular irritability, or headaches. The oxytocin should be given only in Ringers lactate or, alternately, in Ringers lactate and a 5 per cent dextrose and water solutions. The urinary output should be monitored and the oxytocin administration discontinued and the serum electrolytes checked if the urinary output decreases. The oxytocin should not be administered in excess of 36 hours. If the patient has not aborted by then the oxytocin should be discontinued for 10 to 12 hours in order to perform electrolyte determinations and correct any electrolyte imbalance."
803783,1,10,asthenia,576,8,Disease,D001247,91,"Four cases of water intoxication in connection with oxytocin administration during saline-induced abortions are described. The mechanism of water intoxication is discussed in regard to these cases. Oxytocin administration during midtrimester-induced abortions is advocated only if it can be carried out under careful observations of an alert nursing staff, aware of the symptoms of water intoxication and instructed to watch the diuresis and report such early signs of the syndrome as asthenia, muscular irritability, or headaches. The oxytocin should be given only in Ringers lactate or, alternately, in Ringers lactate and a 5 per cent dextrose and water solutions. The urinary output should be monitored and the oxytocin administration discontinued and the serum electrolytes checked if the urinary output decreases. The oxytocin should not be administered in excess of 36 hours. If the patient has not aborted by then the oxytocin should be discontinued for 10 to 12 hours in order to perform electrolyte determinations and correct any electrolyte imbalance."
803783,1,11,irritability,595,12,Disease,D001523,91,"Four cases of water intoxication in connection with oxytocin administration during saline-induced abortions are described. The mechanism of water intoxication is discussed in regard to these cases. Oxytocin administration during midtrimester-induced abortions is advocated only if it can be carried out under careful observations of an alert nursing staff, aware of the symptoms of water intoxication and instructed to watch the diuresis and report such early signs of the syndrome as asthenia, muscular irritability, or headaches. The oxytocin should be given only in Ringers lactate or, alternately, in Ringers lactate and a 5 per cent dextrose and water solutions. The urinary output should be monitored and the oxytocin administration discontinued and the serum electrolytes checked if the urinary output decreases. The oxytocin should not be administered in excess of 36 hours. If the patient has not aborted by then the oxytocin should be discontinued for 10 to 12 hours in order to perform electrolyte determinations and correct any electrolyte imbalance."
803783,1,11,irritability,595,12,Disease,D001523,91,"Four cases of water intoxication in connection with oxytocin administration during saline-induced abortions are described. The mechanism of water intoxication is discussed in regard to these cases. Oxytocin administration during midtrimester-induced abortions is advocated only if it can be carried out under careful observations of an alert nursing staff, aware of the symptoms of water intoxication and instructed to watch the diuresis and report such early signs of the syndrome as asthenia, muscular irritability, or headaches. The oxytocin should be given only in Ringers lactate or, alternately, in Ringers lactate and a 5 per cent dextrose and water solutions. The urinary output should be monitored and the oxytocin administration discontinued and the serum electrolytes checked if the urinary output decreases. The oxytocin should not be administered in excess of 36 hours. If the patient has not aborted by then the oxytocin should be discontinued for 10 to 12 hours in order to perform electrolyte determinations and correct any electrolyte imbalance."
803783,1,12,headaches,612,9,Disease,D006261,91,"Four cases of water intoxication in connection with oxytocin administration during saline-induced abortions are described. The mechanism of water intoxication is discussed in regard to these cases. Oxytocin administration during midtrimester-induced abortions is advocated only if it can be carried out under careful observations of an alert nursing staff, aware of the symptoms of water intoxication and instructed to watch the diuresis and report such early signs of the syndrome as asthenia, muscular irritability, or headaches. The oxytocin should be given only in Ringers lactate or, alternately, in Ringers lactate and a 5 per cent dextrose and water solutions. The urinary output should be monitored and the oxytocin administration discontinued and the serum electrolytes checked if the urinary output decreases. The oxytocin should not be administered in excess of 36 hours. If the patient has not aborted by then the oxytocin should be discontinued for 10 to 12 hours in order to perform electrolyte determinations and correct any electrolyte imbalance."
803783,1,12,headaches,612,9,Disease,D006261,91,"Four cases of water intoxication in connection with oxytocin administration during saline-induced abortions are described. The mechanism of water intoxication is discussed in regard to these cases. Oxytocin administration during midtrimester-induced abortions is advocated only if it can be carried out under careful observations of an alert nursing staff, aware of the symptoms of water intoxication and instructed to watch the diuresis and report such early signs of the syndrome as asthenia, muscular irritability, or headaches. The oxytocin should be given only in Ringers lactate or, alternately, in Ringers lactate and a 5 per cent dextrose and water solutions. The urinary output should be monitored and the oxytocin administration discontinued and the serum electrolytes checked if the urinary output decreases. The oxytocin should not be administered in excess of 36 hours. If the patient has not aborted by then the oxytocin should be discontinued for 10 to 12 hours in order to perform electrolyte determinations and correct any electrolyte imbalance."
803783,1,13,oxytocin,627,8,Chemical,D010121,91,"Four cases of water intoxication in connection with oxytocin administration during saline-induced abortions are described. The mechanism of water intoxication is discussed in regard to these cases. Oxytocin administration during midtrimester-induced abortions is advocated only if it can be carried out under careful observations of an alert nursing staff, aware of the symptoms of water intoxication and instructed to watch the diuresis and report such early signs of the syndrome as asthenia, muscular irritability, or headaches. The oxytocin should be given only in Ringers lactate or, alternately, in Ringers lactate and a 5 per cent dextrose and water solutions. The urinary output should be monitored and the oxytocin administration discontinued and the serum electrolytes checked if the urinary output decreases. The oxytocin should not be administered in excess of 36 hours. If the patient has not aborted by then the oxytocin should be discontinued for 10 to 12 hours in order to perform electrolyte determinations and correct any electrolyte imbalance."
803783,1,13,oxytocin,627,8,Chemical,D010121,91,"Four cases of water intoxication in connection with oxytocin administration during saline-induced abortions are described. The mechanism of water intoxication is discussed in regard to these cases. Oxytocin administration during midtrimester-induced abortions is advocated only if it can be carried out under careful observations of an alert nursing staff, aware of the symptoms of water intoxication and instructed to watch the diuresis and report such early signs of the syndrome as asthenia, muscular irritability, or headaches. The oxytocin should be given only in Ringers lactate or, alternately, in Ringers lactate and a 5 per cent dextrose and water solutions. The urinary output should be monitored and the oxytocin administration discontinued and the serum electrolytes checked if the urinary output decreases. The oxytocin should not be administered in excess of 36 hours. If the patient has not aborted by then the oxytocin should be discontinued for 10 to 12 hours in order to perform electrolyte determinations and correct any electrolyte imbalance."
803783,1,14,lactate,668,7,Chemical,D019344,91,"Four cases of water intoxication in connection with oxytocin administration during saline-induced abortions are described. The mechanism of water intoxication is discussed in regard to these cases. Oxytocin administration during midtrimester-induced abortions is advocated only if it can be carried out under careful observations of an alert nursing staff, aware of the symptoms of water intoxication and instructed to watch the diuresis and report such early signs of the syndrome as asthenia, muscular irritability, or headaches. The oxytocin should be given only in Ringers lactate or, alternately, in Ringers lactate and a 5 per cent dextrose and water solutions. The urinary output should be monitored and the oxytocin administration discontinued and the serum electrolytes checked if the urinary output decreases. The oxytocin should not be administered in excess of 36 hours. If the patient has not aborted by then the oxytocin should be discontinued for 10 to 12 hours in order to perform electrolyte determinations and correct any electrolyte imbalance."
803783,1,14,lactate,668,7,Chemical,D019344,91,"Four cases of water intoxication in connection with oxytocin administration during saline-induced abortions are described. The mechanism of water intoxication is discussed in regard to these cases. Oxytocin administration during midtrimester-induced abortions is advocated only if it can be carried out under careful observations of an alert nursing staff, aware of the symptoms of water intoxication and instructed to watch the diuresis and report such early signs of the syndrome as asthenia, muscular irritability, or headaches. The oxytocin should be given only in Ringers lactate or, alternately, in Ringers lactate and a 5 per cent dextrose and water solutions. The urinary output should be monitored and the oxytocin administration discontinued and the serum electrolytes checked if the urinary output decreases. The oxytocin should not be administered in excess of 36 hours. If the patient has not aborted by then the oxytocin should be discontinued for 10 to 12 hours in order to perform electrolyte determinations and correct any electrolyte imbalance."
803783,1,15,lactate,704,7,Chemical,D019344,91,"Four cases of water intoxication in connection with oxytocin administration during saline-induced abortions are described. The mechanism of water intoxication is discussed in regard to these cases. Oxytocin administration during midtrimester-induced abortions is advocated only if it can be carried out under careful observations of an alert nursing staff, aware of the symptoms of water intoxication and instructed to watch the diuresis and report such early signs of the syndrome as asthenia, muscular irritability, or headaches. The oxytocin should be given only in Ringers lactate or, alternately, in Ringers lactate and a 5 per cent dextrose and water solutions. The urinary output should be monitored and the oxytocin administration discontinued and the serum electrolytes checked if the urinary output decreases. The oxytocin should not be administered in excess of 36 hours. If the patient has not aborted by then the oxytocin should be discontinued for 10 to 12 hours in order to perform electrolyte determinations and correct any electrolyte imbalance."
803783,1,15,lactate,704,7,Chemical,D019344,91,"Four cases of water intoxication in connection with oxytocin administration during saline-induced abortions are described. The mechanism of water intoxication is discussed in regard to these cases. Oxytocin administration during midtrimester-induced abortions is advocated only if it can be carried out under careful observations of an alert nursing staff, aware of the symptoms of water intoxication and instructed to watch the diuresis and report such early signs of the syndrome as asthenia, muscular irritability, or headaches. The oxytocin should be given only in Ringers lactate or, alternately, in Ringers lactate and a 5 per cent dextrose and water solutions. The urinary output should be monitored and the oxytocin administration discontinued and the serum electrolytes checked if the urinary output decreases. The oxytocin should not be administered in excess of 36 hours. If the patient has not aborted by then the oxytocin should be discontinued for 10 to 12 hours in order to perform electrolyte determinations and correct any electrolyte imbalance."
803783,1,16,dextrose,729,8,Chemical,D005947,91,"Four cases of water intoxication in connection with oxytocin administration during saline-induced abortions are described. The mechanism of water intoxication is discussed in regard to these cases. Oxytocin administration during midtrimester-induced abortions is advocated only if it can be carried out under careful observations of an alert nursing staff, aware of the symptoms of water intoxication and instructed to watch the diuresis and report such early signs of the syndrome as asthenia, muscular irritability, or headaches. The oxytocin should be given only in Ringers lactate or, alternately, in Ringers lactate and a 5 per cent dextrose and water solutions. The urinary output should be monitored and the oxytocin administration discontinued and the serum electrolytes checked if the urinary output decreases. The oxytocin should not be administered in excess of 36 hours. If the patient has not aborted by then the oxytocin should be discontinued for 10 to 12 hours in order to perform electrolyte determinations and correct any electrolyte imbalance."
803783,1,16,dextrose,729,8,Chemical,D005947,91,"Four cases of water intoxication in connection with oxytocin administration during saline-induced abortions are described. The mechanism of water intoxication is discussed in regard to these cases. Oxytocin administration during midtrimester-induced abortions is advocated only if it can be carried out under careful observations of an alert nursing staff, aware of the symptoms of water intoxication and instructed to watch the diuresis and report such early signs of the syndrome as asthenia, muscular irritability, or headaches. The oxytocin should be given only in Ringers lactate or, alternately, in Ringers lactate and a 5 per cent dextrose and water solutions. The urinary output should be monitored and the oxytocin administration discontinued and the serum electrolytes checked if the urinary output decreases. The oxytocin should not be administered in excess of 36 hours. If the patient has not aborted by then the oxytocin should be discontinued for 10 to 12 hours in order to perform electrolyte determinations and correct any electrolyte imbalance."
803783,1,17,oxytocin,806,8,Chemical,D010121,91,"Four cases of water intoxication in connection with oxytocin administration during saline-induced abortions are described. The mechanism of water intoxication is discussed in regard to these cases. Oxytocin administration during midtrimester-induced abortions is advocated only if it can be carried out under careful observations of an alert nursing staff, aware of the symptoms of water intoxication and instructed to watch the diuresis and report such early signs of the syndrome as asthenia, muscular irritability, or headaches. The oxytocin should be given only in Ringers lactate or, alternately, in Ringers lactate and a 5 per cent dextrose and water solutions. The urinary output should be monitored and the oxytocin administration discontinued and the serum electrolytes checked if the urinary output decreases. The oxytocin should not be administered in excess of 36 hours. If the patient has not aborted by then the oxytocin should be discontinued for 10 to 12 hours in order to perform electrolyte determinations and correct any electrolyte imbalance."
803783,1,17,oxytocin,806,8,Chemical,D010121,91,"Four cases of water intoxication in connection with oxytocin administration during saline-induced abortions are described. The mechanism of water intoxication is discussed in regard to these cases. Oxytocin administration during midtrimester-induced abortions is advocated only if it can be carried out under careful observations of an alert nursing staff, aware of the symptoms of water intoxication and instructed to watch the diuresis and report such early signs of the syndrome as asthenia, muscular irritability, or headaches. The oxytocin should be given only in Ringers lactate or, alternately, in Ringers lactate and a 5 per cent dextrose and water solutions. The urinary output should be monitored and the oxytocin administration discontinued and the serum electrolytes checked if the urinary output decreases. The oxytocin should not be administered in excess of 36 hours. If the patient has not aborted by then the oxytocin should be discontinued for 10 to 12 hours in order to perform electrolyte determinations and correct any electrolyte imbalance."
803783,1,18,oxytocin,915,8,Chemical,D010121,91,"Four cases of water intoxication in connection with oxytocin administration during saline-induced abortions are described. The mechanism of water intoxication is discussed in regard to these cases. Oxytocin administration during midtrimester-induced abortions is advocated only if it can be carried out under careful observations of an alert nursing staff, aware of the symptoms of water intoxication and instructed to watch the diuresis and report such early signs of the syndrome as asthenia, muscular irritability, or headaches. The oxytocin should be given only in Ringers lactate or, alternately, in Ringers lactate and a 5 per cent dextrose and water solutions. The urinary output should be monitored and the oxytocin administration discontinued and the serum electrolytes checked if the urinary output decreases. The oxytocin should not be administered in excess of 36 hours. If the patient has not aborted by then the oxytocin should be discontinued for 10 to 12 hours in order to perform electrolyte determinations and correct any electrolyte imbalance."
803783,1,18,oxytocin,915,8,Chemical,D010121,91,"Four cases of water intoxication in connection with oxytocin administration during saline-induced abortions are described. The mechanism of water intoxication is discussed in regard to these cases. Oxytocin administration during midtrimester-induced abortions is advocated only if it can be carried out under careful observations of an alert nursing staff, aware of the symptoms of water intoxication and instructed to watch the diuresis and report such early signs of the syndrome as asthenia, muscular irritability, or headaches. The oxytocin should be given only in Ringers lactate or, alternately, in Ringers lactate and a 5 per cent dextrose and water solutions. The urinary output should be monitored and the oxytocin administration discontinued and the serum electrolytes checked if the urinary output decreases. The oxytocin should not be administered in excess of 36 hours. If the patient has not aborted by then the oxytocin should be discontinued for 10 to 12 hours in order to perform electrolyte determinations and correct any electrolyte imbalance."
803783,1,19,oxytocin,1017,8,Chemical,D010121,91,"Four cases of water intoxication in connection with oxytocin administration during saline-induced abortions are described. The mechanism of water intoxication is discussed in regard to these cases. Oxytocin administration during midtrimester-induced abortions is advocated only if it can be carried out under careful observations of an alert nursing staff, aware of the symptoms of water intoxication and instructed to watch the diuresis and report such early signs of the syndrome as asthenia, muscular irritability, or headaches. The oxytocin should be given only in Ringers lactate or, alternately, in Ringers lactate and a 5 per cent dextrose and water solutions. The urinary output should be monitored and the oxytocin administration discontinued and the serum electrolytes checked if the urinary output decreases. The oxytocin should not be administered in excess of 36 hours. If the patient has not aborted by then the oxytocin should be discontinued for 10 to 12 hours in order to perform electrolyte determinations and correct any electrolyte imbalance."
803783,1,19,oxytocin,1017,8,Chemical,D010121,91,"Four cases of water intoxication in connection with oxytocin administration during saline-induced abortions are described. The mechanism of water intoxication is discussed in regard to these cases. Oxytocin administration during midtrimester-induced abortions is advocated only if it can be carried out under careful observations of an alert nursing staff, aware of the symptoms of water intoxication and instructed to watch the diuresis and report such early signs of the syndrome as asthenia, muscular irritability, or headaches. The oxytocin should be given only in Ringers lactate or, alternately, in Ringers lactate and a 5 per cent dextrose and water solutions. The urinary output should be monitored and the oxytocin administration discontinued and the serum electrolytes checked if the urinary output decreases. The oxytocin should not be administered in excess of 36 hours. If the patient has not aborted by then the oxytocin should be discontinued for 10 to 12 hours in order to perform electrolyte determinations and correct any electrolyte imbalance."
