document_id,annotation_id,mesh_id,text,offset,length
2924746,4,D002220,Carbamazepine,206,13
2924746,5,D002220,CBZ,221,3
2924746,6,D002220,CBZ,354,3
2924746,7,D005492,folate,371,6
2924746,8,D019946,propylene glycol,463,16
2924746,12,D005481,hexafluorodiethyl ether,621,23
2924746,13,D005481,HFDE,646,4
2924746,14,D002220,CBZ,716,3
2924746,16,D002220,CBZ,796,3
2924746,17,D005481,HFDE,894,4
2924746,20,D002220,CBZ,998,3
2924746,21,D002220,CBZ,1134,3
2924746,22,D005492,folate,1172,6
2924746,23,D005492,folate,1223,6
2951327,0,D012964,sodium,132,6
2951327,1,D009638,norepinephrine,225,14
2951327,2,D004837,epinephrine,244,11
2951327,4,D009638,norepinephrine,627,14
2951327,6,D006830,hydralazine,757,11
2951327,7,D005996,nitroglycerin,772,13
2951327,8,D004837,epinephrine,807,11
3192036,3,D005047,Etoposide,399,9
3192036,4,D008727,Methotrexate,417,12
3192036,5,D003520,Cyclophosphamide,431,16
3192036,6,D003609,Actomycin-D,449,11
3192036,7,D002945,Cisplatin,466,9
3192036,8,D008727,Methotrexate,534,12
3192036,9,D005047,Etoposide,548,9
3192036,10,D003520,Cyclophosphamide,562,16
3409645,10,D008727,methotrexate,642,12
3412544,0,D000082,paracetamol,5,11
3412544,8,D010615,phenacetin,205,10
3412544,9,D000082,paracetamol,219,11
3412544,11,D010615,phenacetin,399,10
3412544,16,D000082,paracetamol,580,11
3425586,0,D003622,Dapsone,0,7
3425586,4,D003622,dapsone,215,7
3425586,6,D005978,glutathione,374,11
3425586,7,D005978,GSH,387,3
3425586,8,D005978,GSH,407,3
3425586,9,D010428,pentose phosphate,426,17
3425586,10,D003622,dapsone,466,7
3425586,11,D003622,dapsone,580,7
3425586,12,D005978,GSH,638,3
3425586,13,D005978,GSH,654,3
3425586,14,D010428,pentose phosphate,685,17
3425586,15,D003622,dapsone,729,7
3425586,16,D003622,dapsone,897,7
3437726,0,D008790,metoprolol,98,10
3437726,1,D011405,propafenone,110,11
3437726,2,D004110,diltiazem,123,9
3437726,3,D013034,sparteine,138,9
3437726,9,D008790,metoprolol,384,10
3437726,10,D004110,diltiazem,480,9
3437726,11,D008790,metoprolol,609,10
3437726,12,D004110,diltiazem,650,9
3437726,13,D008790,metoprolol,822,10
3437726,14,D004110,diltiazem,834,9
3437726,15,D011405,propafenone,845,11
3437726,16,D013034,sparteine,908,9
3437726,17,D003647,debrisoquine,938,12
3437726,18,D013034,sparteine,951,9
3437726,19,D013034,sparteine,1208,9
3437726,20,D003647,debrisoquine,1218,12
3693336,0,D014229,Triazolam,0,9
3693336,3,D014229,triazolam,91,9
3693336,9,D014229,triazolam,302,9
3693336,10,D014229,triazolo,346,8
3780846,1,D009020,morphine,87,8
3780846,3,D009020,morphine,171,8
3780846,4,D009020,morphine,249,8
3780846,6,D009020,morphine,383,8
3780846,8,D009020,morphine,537,8
3780846,14,D006220,haloperidol,976,11
3780846,16,D006220,Haloperidol,1164,11
3780846,19,D009020,morphine,1379,8
3800626,3,D010423,pentazocine,50,11
3800626,6,D010423,pentazocine,153,11
3800626,8,D010423,pentazocine,243,11
3800626,10,D010423,pentazocine,345,11
3827439,1,D000666,amphotericin,46,12
3827439,5,D000666,amphotericin B,203,14
3827439,8,D000666,amphotericin,405,12
3997294,4,D000638,amiodarone,72,10
3997294,6,D000638,amiodarone,167,10
3997294,13,D000638,amiodarone,462,10
3997294,14,D011239,prednisolone,492,12
3997294,15,D000638,amiodarone,593,10
3997294,17,D000638,amiodarone,641,10
3997294,18,D013256,steroid,678,7
4071154,0,D007213,Indomethacin,0,12
4071154,7,D007213,indomethacin,205,12
4071154,8,D007213,indomethacin,328,12
4071154,10,D011453,prostaglandins,444,14
6103707,0,D005445,flunitrazepam,105,13
6103707,1,D005445,Flunitrazepam,134,13
6103707,4,D005445,flunitrazepam,744,13
6229975,0,D013999,timolol,39,7
6229975,2,D013999,timolol,110,7
6229975,4,D013999,timolol,254,7
6229975,5,D013999,timolol,308,7
6229975,6,D013999,timolol,484,7
6229975,8,D013999,timolol,569,7
6229975,11,D013999,timolol,856,7
6286738,0,D002762,Vitamin D3,0,10
6286738,2,D002762,vitamin D3,61,10
6286738,3,D002762,vitamin D3,95,10
6286738,6,D002762,vitamin D3,195,10
6286738,7,D002118,Calcium,300,7
6286738,8,D002762,vitamin D3,373,10
6286738,9,D002762,vitamin D3,492,10
6286738,12,D002762,vitamin D3,661,10
6286738,14,D002762,vitamin D3,791,10
6286738,17,D002762,vitamin D3,939,10
6286738,18,D002762,vitamin D3,1020,10
6286738,21,D002762,vitamin D3,1107,10
6287825,7,D013831,thiamine,550,8
6287825,8,D012256,riboflavin,563,10
6287825,12,D007538,Isoniazid,718,9
6386793,0,D004308,dothiepin hydrochloride,51,23
6386793,2,D004308,dothiepin,173,9
6386793,3,D000639,amitriptyline,187,13
6386793,5,D004308,Dothiepin,272,9
6386793,6,D000639,amitriptyline,286,13
6386793,10,D004308,dothiepin,566,9
6386793,11,D000639,amitriptyline,586,13
6386793,12,D004308,Dothiepin,601,9
6386793,13,D004308,Dothiepin,732,9
6386793,14,D000928,antidepressant,776,14
6386793,15,D000639,amitriptyline,836,13
6387529,0,D003975,diazepam,22,8
6387529,1,D011433,propranolol,35,11
6387529,4,D003975,diazepam,125,8
6387529,5,D011433,propranolol,204,11
6387529,9,D003975,diazepam,506,8
6387529,10,D011433,propranolol,520,11
6387529,12,D011433,propranolol,634,11
6387529,13,D003975,diazepam,651,8
6387529,14,D003975,diazepam,693,8
6387529,15,D011433,propranolol,707,11
6692345,0,D001241,aspirin,10,7
6692345,1,D005200,N-[4-(5-nitro-2-furyl)-2-thiazolyl]-formamide,21,45
6692345,2,D001241,aspirin,176,7
6692345,3,D005200,N-[4-(5-nitro-2-furyl)-2-thiazolyl]-formamide,189,45
6692345,4,D005200,FANFT,236,5
6692345,5,D005200,FANFT,286,5
6692345,8,D005200,FANFT,449,5
6692345,9,D001241,aspirin,481,7
6692345,10,D001241,aspirin,534,7
6692345,11,D005200,FANFT,589,5
6692345,12,D005200,FANFT,627,5
6692345,13,D001241,aspirin,707,7
6692345,14,D001241,aspirin,814,7
6692345,15,D005200,FANFT,841,5
6692345,16,D005200,FANFT,1007,5
6692345,18,D001241,aspirin,1069,7
6692345,19,D005200,FANFT,1089,5
6692345,20,D001241,aspirin,1273,7
6773726,1,D005996,nitroglycerin,39,13
6773726,3,D005996,nitroglycerin,101,13
6773726,8,D005996,nitroglycerin,404,13
6888657,0,D004967,estrogen,20,8
6888657,3,D004054,diethylstilbestrol,161,18
6888657,4,D004054,DES,181,3
6888657,5,D004054,DES,272,3
6888657,6,D004054,DES,308,3
6888657,7,D000167,acriflavine,761,11
6888657,8,D004054,DES,835,3
6888657,9,D004054,DES,1141,3
6888657,10,D004054,DES,1172,3
6888657,11,D004054,DES,1452,3
6888657,12,D004054,DES,1596,3
7265370,0,D014223,Triamterene,0,11
7265370,2,C020743,dyazide,41,7
7265370,3,D014223,triamterene,68,11
7265370,5,C020743,hydrochlorothiazide-triamterene,134,31
7265370,7,D014223,triamterene,250,11
7265370,8,D014527|D012492,uric acid salts,286,15
7265370,9,D014223,triamterene,321,11
7423039,0,D004317,adriamycin,25,10
7423039,3,D004317,adriamycin,79,10
7423039,4,D004317,Adriamycin,163,10
7423039,5,D010725,phosphorylcreatine,393,18
7423039,6,D004317,adriamycin,449,10
7423039,7,D010725,phophorylcreatine,554,17
7423039,8,D003401,creatine,642,8
7423039,9,D000241,adenosine,687,9
7423039,10,D000255,ATP,752,3
7423039,11,D000255,ATP,830,3
7423039,12,D004317,adriamycin,847,10
7423039,13,D000241,adenosine,889,9
7444978,1,D013307,streptomycin,62,12
7444978,2,D013307,Streptomycin,76,12
7444978,5,D013307,streptomycin,588,12
7834920,1,D012293,rifampin,70,8
7834920,4,D012293,rifampin,239,8
7834920,5,D012293,rifampin,359,8
7834920,6,D007538,isoniazid,372,9
7834920,13,D012293,rifampin,922,8
7881871,0,D011692,puromycin aminonucleoside,37,25
7881871,2,D010100,oxygen,93,6
7881871,3,D011692,puromycin aminonucleoside,158,25
7881871,4,D011692,PAN,185,3
7881871,8,D011692,puromycin aminonucleoside,428,25
7881871,9,D011692,PAN,456,3
7881871,10,C029684,thiobarbituric acid,816,19
7881871,13,D011692,PAN,1127,3
7930386,0,D002997,Clomipramine,0,12
7930386,3,D002997,clomipramine,173,12
7930386,4,D002997,clomipramine,497,12
7930386,5,D002997,clomipramine,927,12
7930386,7,D002997,clomipramine,1548,12
7988234,1,D008790,metoprolol,55,10
7988234,9,D017706,lisinopril,357,10
7988234,10,D000809,angiotensin,426,11
7988234,11,D008790,metoprolol,605,10
7988234,14,D013256,steroids,714,8
7988234,15,D004155,diphenhydramine,727,15
8073369,0,C007112,coniine,10,7
8073369,1,C007112,Coniine,50,7
8073369,3,C007112,coniine,263,7
8073369,5,C007112,coniine,436,7
8073369,6,D009538,nicotine,448,8
8073369,7,C007112,coniine,500,7
8073369,8,D009538,nicotine,512,8
8073369,10,D009538,nicotine,722,8
8073369,11,C007112,coniine,787,7
8073369,13,C007112,coniine,848,7
8073369,14,D009538,nicotine,860,8
8073369,17,D009538,nicotine,1115,8
8073369,18,C007112,coniine,1226,7
8073369,19,D009538,nicotine,1238,8
8073369,20,C007112,coniine,1369,7
8073369,21,D009538,nicotine,1469,8
8073369,22,C007112,coniine,1591,7
8302922,0,D000527,prostaglandin E1,27,16
8302922,1,D014294,trimethaphan,47,12
8302922,3,D000527,prostaglandin E1,107,16
8302922,4,D000527,PGE1,125,4
8302922,5,D014294,trimethaphan,134,12
8302922,6,D014294,TMP,148,3
8302922,8,D007530,isoflurane,342,10
8302922,9,D000527,PGE1,413,4
8302922,10,D014294,TMP,464,3
8302922,12,D000527,PGE1,731,4
8302922,13,D014294,TMP,739,3
8302922,15,D000527,PGE1,886,4
8302922,16,D000527,PGE1,1024,4
8302922,17,D014294,TMP,1053,3
8302922,18,D014294,TMP,1128,3
8302922,19,D000527,PGE1,1291,4
8302922,20,D014294,TMP,1317,3
8302922,22,D014294,TMP,1375,3
8410052,3,D019344,lactate,398,7
8410052,5,D010862,pilocarpine,526,11
8423889,1,D005473,fluoxetine,39,10
8423889,6,D000928,antidepressant,251,14
8423889,7,D005473,fluoxetine,266,10
8423889,8,D004298,dopamine,319,8
8423889,9,D005473,fluoxetine,353,10
8682684,0,D000082,Acetaminophen,0,13
8682684,2,D000082,acetaminophen,71,13
8682684,3,D000082,acetaminophen,177,13
8682684,5,D000082,acetaminophen,250,13
8682684,10,D000082,acetaminophen,511,13
8682684,13,D000082,acetaminophen,737,13
9625142,3,D002443,ceftriaxone,84,11
9625142,5,D002443,ceftriaxone,169,11
9625142,6,D047090,beta lactam,262,11
9625142,7,D001663,bilirubin,324,9
9625142,10,D013256,steroids,474,8
9625142,11,D047090,beta lactam,626,11
9766615,10,D003024,clozapine,1059,9
9766615,12,D003024,clozapine,1092,9
10193204,0,C009438,tetrandrine,11,11
10193204,1,C060802,fangchinoline,27,13
10193204,4,C009438,Tetrandrine,108,11
10193204,5,C009438,TET,121,3
10193204,6,C060802,fangchinoline,130,13
10193204,7,C060802,FAN,145,3
10193204,8,D044182,bisbenzylisoquinoline,195,21
10193204,9,C009438,TET,291,3
10193204,10,C060802,FAN,299,3
10193204,12,D004837,epinephrine,359,11
10193204,13,D004837,EP,372,2
10193204,16,C009438,TET,503,3
10193204,17,C060802,FAN,511,3
10193204,19,D001241,acetylsalicylic acid,595,20
10193204,20,D001241,ASA,617,3
10193204,22,C009438,TET,767,3
10193204,23,C060802,FAN,775,3
10193204,24,C009438,TET,841,3
10193204,25,C060802,FAN,849,3
10193204,26,C009438,TET,1082,3
10193204,27,C060802,FAN,1090,3
10526274,0,C056507,Gemcitabine,0,11
10526274,1,C030852,vinorelbine,17,11
10526274,3,D002945,cisplatin,123,9
10526274,7,C030852,vinorelbine,426,11
10526274,8,C030852,VNB,439,3
10526274,9,C056507,gemcitabine,447,11
10526274,10,C056507,GEM,460,3
10526274,13,C056507,GEM,666,3
10526274,14,C030852,VNB,674,3
10526274,16,D002945,cisplatin,767,9
10526274,18,D002945,cisplatin,963,9
10526274,20,C030852,VNB,1056,3
10526274,21,C056507,GEM,1078,3
10526274,29,C056507,GEM,2236,3
10526274,30,C030852,VNB,2244,3
10669626,0,D014859,Warfarin,0,8
10669626,2,D014807,vitamin D,67,9
10669626,3,D014807,vitamin D,126,9
10669626,5,D014859,Warfarin,223,8
10669626,8,D014859,Warfarin,500,8
10669626,9,D014859,Warfarin,550,8
10669626,13,D014859,Warfarin,796,8
10669626,14,D014859,Warfarin,864,8
10669626,16,D014859,Warfarin,1112,8
10669626,20,D010710,phosphate,1475,9
10669626,22,D010710,phosphate,1561,9
10669626,23,D014859,Warfarin,1658,8
10669626,25,D014859,Warfarin,1836,8
10669626,27,D010710,phosphate,1907,9
10669626,28,D014807,vitamin D,1993,9
10669626,29,D014859,Warfarin,2007,8
10669626,31,D014807,vitamin D,2055,9
10669626,33,D014812,vitamin K,2165,9
10669626,34,D014859,Warfarin,2186,8
10669626,36,D014859,Warfarin,2420,8
10669626,38,D014807,vitamin D,2511,9
10669626,39,D014807,vitamin D,2600,9
10669626,41,D014807,vitamin D,2657,9
10669626,42,D002118,calcium,2698,7
10669626,43,D014807,vitamin D,2727,9
10669626,45,D002118,calcium,2797,7
10669626,46,D014859,Warfarin,2814,8
10669626,47,D002118,calcium,2873,7
10669626,48,D014807,vitamin D,2893,9
10669626,49,D014859,Warfarin,2924,8
10669626,50,D014807,vitamin D,2937,9
10669626,51,D014859,Warfarin,2997,8
10669626,54,D014807,vitamin D,3178,9
10669626,55,D014859,Warfarin,3193,8
10669626,56,D015055,gamma-carboxylated,3281,18
10669626,57,D015055,gamma-carboxyglutamate,3347,22
11379838,0,D000928,Antidepressant,0,14
11379838,4,D000928,antidepressants,162,15
11379838,12,D000928,antidepressant,735,14
11379838,13,D000928,antidepressant,794,14
11379838,14,D017367,serotonin reuptake inhibitors,849,29
11379838,15,D017367,SSRIs,880,5
11379838,16,D008094,lithium,923,7
11379838,19,D017367,SSRIs,1244,5
11379838,24,D008094,lithium,1663,7
11379838,25,D008094,lithium,1717,7
11379838,27,D000928,antidepressant,2060,14
11379838,28,D008094,lithium,2101,7
11419773,0,D002110,Caffeine,0,8
11419773,4,D002110,caffeine,298,8
11581460,1,D005283,fentanyl,77,8
11581460,3,D005283,Fentanyl,347,8
11581460,4,D005283,fentanyl,499,8
11581460,11,D005283,fentanyl,754,8
11706060,1,D019344,lactate,74,7
11706060,5,D019344,lactate,212,7
11706060,6,D019344,LA,221,2
11706060,10,D015215,zidovudine,479,10
11706060,11,D019259,lamivudine,491,10
11706060,12,D019469,indinavir,507,9
11706060,14,D002118,calcium,757,7
11706060,15,D019344,LA,811,2
11706060,16,D019344,LA,1124,2
11706060,18,D019344,LA,1507,2
11752354,0,D003276,Oral contraceptives,0,19
11752354,2,D003276,oral contraceptives,105,19
11752354,4,D011372,progestagen,268,11
11752354,5,D017135,desogestrel,316,11
11752354,6,C033273,gestodene,331,9
11752354,7,D016912,levonorgestrel,371,14
11752354,8,D003276,oral contraceptives,387,19
11752354,9,D004967,estrogen,420,8
11752354,12,D003276,oral-contraceptive,859,18
11752354,14,D003276,oral contraceptive,1141,18
11752354,15,D003276,oral contraceptives,1358,19
11752354,16,D003276,oral contraceptives,1469,19
11752354,17,D003276,oral contraceptives,1511,19
11752354,19,D003276,oral contraceptives,1822,19
11752354,20,D003276,oral contraceptives,1899,19
11752354,21,D003276,oral contraceptives,2023,19
11752354,23,D003276,oral contraceptives,2111,19
12369736,0,D003042,cocaine,88,7
12369736,3,D003042,cocaine,343,7
12369736,4,C103477,GR 55562,488,8
12369736,5,C065046,CP 93129,536,8
12369736,6,C103477,GR 55562,618,8
12369736,7,C065046,CP 93129,651,8
12369736,8,D003042,cocaine,731,7
12369736,9,C103477,GR 55562,806,8
12369736,10,D003042,cocaine,881,7
12369736,12,C103477,GR 55562,1042,8
12369736,13,D003042,cocaine,1141,7
12369736,14,C065046,CP 93129,1150,8
12369736,15,D003042,cocaine,1215,7
12369736,16,C103477,GR 55562,1375,8
12369736,17,D003042,cocaine,1428,7
12369736,19,C103477,GR 55562,1656,8
12369736,20,C065046,CP 93129,1679,8
12639165,0,D013988,Ticlopidine,0,11
12639165,4,D013988,ticlopidine,75,11
12639165,11,D013988,ticlopidine,313,11
12639165,12,D013988,ticlopidine,474,11
12639165,16,D013988,ticlopidine,641,11
12639165,18,D013988,ticlopidine,779,11
12639165,23,D013988,ticlopidine,1181,11
12639165,24,D013988,ticlopidine,1217,11
12639165,30,D013988,ticlopidine,1449,11
12639165,31,D013988,ticlopidine,1671,11
12639165,32,C055162,clopidogrel,1733,11
12653683,0,D012964,sodium,11,6
12653683,1,D011692,puromycin aminonucleoside,82,25
12653683,4,D012964,sodium,180,6
12653683,5,D012964,sodium,387,6
12653683,6,D012964,sodium,422,6
12653683,7,D011692,puromycin aminonucleoside,509,25
12653683,8,D011692,PAN,536,3
12653683,10,D012964,sodium,597,6
12653683,11,D000450,aldosterone,622,11
12653683,13,D011692,PAN,742,3
12653683,14,D012964,sodium,972,6
12653683,16,D012964,Sodium,1071,6
12653683,17,D011692,PAN,1122,3
12653683,18,D012964,sodium,1231,6
12653683,19,D000450,aldosterone,1388,11
12653683,20,D012964,sodium,1448,6
12653683,21,D011692,PAN,1568,3
12653683,22,D012964,sodium,1580,6
12653683,23,D011692,PAN,1723,3
12653683,25,D000450,aldosterone,1808,11
14659530,0,D009569,NO,0,2
14659530,2,D015740,calcitonin gene-related peptide,54,31
14659530,3,D015740,CGRP,87,4
14659530,4,D012701,serotonin,146,9
14659530,5,D015740,calcitonin gene-related peptide,235,31
14659530,6,D015740,CGRP,268,4
14659530,7,D012701,serotonin,301,9
14659530,8,D012701,5-hydroxytriptamine,312,19
14659530,9,D012701,5-HT,333,4
14659530,12,D005996,nitroglycerin,429,13
14659530,14,D005996,nitroglycerin,543,13
14659530,15,D005996,nitroglycerin,670,13
14659530,18,D015740,CGRP,896,4
14659530,23,D015740,CGRP,1173,4
14659530,26,D015740,CGRP,1287,4
14659530,27,D012701,5-HT,1344,4
14659530,29,D012701,serotonin,1432,9
14659530,30,D005996,nitroglycerin,1489,13
14659530,33,D015740,CGRP,1647,4
14659530,36,D015740,CGRP,1768,4
14659530,38,D012701,serotonin,1800,9
14659530,41,D015740,CGRP,1916,4
15804801,1,D017239,paclitaxel,42,10
15804801,7,D017239,paclitaxel,490,10
16160878,0,D014579,urotensin-II,22,12
16160878,1,D014579,Urotensin-II,67,12
16160878,2,D014579,U-II,81,4
16160878,3,D014579,U-II,197,4
16160878,6,D014579,U-II,348,4
16160878,7,D014579,U-II,453,4
16160878,8,D014579,U-II,551,4
16160878,9,D014579,U-II,1031,4
16160878,10,D014579,U-II,1276,4
16160878,11,D001058,apomorphine,1329,11
16160878,13,D003345,corticosterone,1414,14
16160878,14,D014579,U-II,1513,4
16160878,15,D014579,U-II,1630,4
16274958,1,D017255,acitretin,24,9
16274958,3,D017255,acitretin,115,9
16274958,4,D017255,acitretin,199,9
16274958,5,D017255,acitretin,271,9
16330766,8,C040029,gabapentin,679,10
16330766,10,C040029,gabapentin,917,10
16330766,11,D002211,capsaicin,1034,9
16330766,13,C040029,gabapentin,1088,10
16330766,14,C040029,gabapentin,1166,10
16330766,15,C040029,gabapentin,1303,10
16330766,16,C040029,gabapentin,1396,10
16330766,17,C040029,gabapentin,1666,10
16330766,18,C040029,gabapentin,1846,10
16574712,0,D018817,MDMA,0,4
16574712,3,D018817,MDMA,207,4
16574712,4,D018817,"3,4-methylenedioxymethamphetamine",213,33
16574712,5,D018817,ecstasy,248,7
16574712,6,D018817,MDMA,306,4
16574712,7,D018817,ecstasy,501,7
16574712,8,D018817,ecstasy,535,7
16574712,9,D018817,MDMA,865,4
16574712,10,D018817,MDMA,894,4
16574712,11,D018817,ecstasy,1246,7
17111419,0,C102006,citrate,7,7
17111419,2,C102006,citrate,103,7
17111419,7,D002034,bumetanide,363,10
17111419,8,D017035,pravastatin,375,11
17111419,9,D017374,paroxetine,392,10
17111419,11,D002125,calcium gluconate,632,17
17111419,13,D002118,calcium,794,7
17111419,14,C102006,sodium citrate,815,14
17111419,16,D002034,bumetanide,950,10
17111419,17,D049994,loop diuretic,966,13
17111419,20,C102006,citrate,1182,7
17111419,22,D002118,calcium,1246,7
17175308,1,D020123,sirolimus,32,9
17175308,2,D020123,Sirolimus,74,9
17175308,3,D020123,SRL,85,3
17175308,5,D020123,sirolimus,197,9
17175308,7,D020123,SRL,389,3
17175308,8,D020123,SRL,460,3
17175308,17,D020123,SRL,676,3
17175308,18,D020123,SRL,775,3
17175308,27,D003404,creatinine,1462,10
17175308,28,D020123,SRL,1536,3
17175308,31,D003404,creatinine,1863,10
17175308,33,D020123,SRL,1997,3
17175308,36,D020123,SRL,2209,3
17244258,0,D003520,cyclophosphamide,74,16
17244258,2,D003520,cyclophosphamide,123,16
17244258,5,D003520,cyclophosphamide,417,16
17244258,6,D001285,atropine,614,8
17244258,7,C002630,"alpha,beta-methylene adenosine-5'-triphosphate",830,46
17244258,8,C002630,"alpha,beta-meATP",878,16
17244258,9,D001285,atropine,987,8
17244258,10,C042375,4-diphenylacetoxy-N-methylpiperidine,997,36
17244258,11,C042375,4-DAMP,1035,6
17244258,12,C054938,methoctramine,1073,13
17244258,13,D010890,pirenzepine,1110,11
17244258,14,C042375,4-DAMP,1278,6
17244258,15,C054938,methoctramine,1349,13
17244258,16,D010890,pirenzepine,1367,11
17244258,17,D010890,pirenzepine,1542,11
17244258,18,C042375,4-DAMP,1558,6
17244258,19,C054938,methoctramine,1666,13
17244258,20,D002217,carbachol,1780,9
17244258,21,D000255,ATP,1794,3
17244258,22,D011188,potassium,1874,9
17244258,23,D007545,isoprenaline,1894,12
18020536,0,D001569,benzodiazepines,28,15
18020536,1,D001569,benzodiazepines,219,15
18020536,2,D001569,BZDs,253,4
18020536,3,D001569,BZDs,583,4
18020536,4,D001569,BZDs,907,4
18020536,5,D010076,oxazepam,1205,8
18020536,6,D013693,temazepam,1215,9
18020536,7,C515050,zopiclone,1229,9
